oracle_id,card name,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-24,2021-07-25,2021-07-26,2021-07-27
00e6808c-1f9e-4b6a-807c-83f433b81a41,Krovikan Sorcerer,0,0,0,0,0,0,0,0
00e8b4c9-3a79-4864-a730-c0081d397c5b,Dazzling Sphinx,0.26,0.26,0.26,0.26,0.29,0.25,0.26,0.26
00e9957a-5684-4a07-954e-8161925fefe4,Bond of Discipline,0.08,0.08,0.08,0.08,0.08,0.09,0.09,0.09
00e9c357-5d0b-45cc-a5fd-70ac1f327d28,Tanglewalker,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16
00ef1c55-dea1-4564-bd57-66de86cba4df,Selesnya Sanctuary,0.16,0.17,0.17,0.17,0.17,0.17,0.17,0.16
00efb113-ba5a-4749-b42b-5693b980f26f,Dakmor Lancer,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16
00f579f4-2d18-4c7c-91b2-34726b384535,Bladed Sentinel,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
00f82f84-81a5-45e5-9c35-9d627a180950,Collective Voyage,5.74,5.74,5.74,5.74,5.74,5.74,5.74,5.69
00fc773a-72aa-4b58-a17c-8ac0f17c4c85,Shadowcloak Vampire,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
00fc8d67-3df7-419a-9186-f05eb5cccb29,Purple Worm // Purple Worm,0,0,0,0,0,0,0,0
00fdcc19-88ed-46c3-91f0-095806228105,Waste Not,16.54,16.53,16.53,16.53,16.53,16.53,16.46,16.34
01003192-8927-4e55-8dd9-e9e088a3fbe4,Spell Contortion,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11
0101f891-e54c-43e5-86f3-263d95060fcd,Refocus,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
0103b2f2-05dd-40af-954d-303c144edb04,Darkling Stalker,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14
0103cd34-9ce5-4569-9e6f-c583b58f555c,Prismari Campus // Prismari Campus,0,0,0,0,0,0,0,0
01072a45-ab1c-4d19-b493-76cf4aae351e,Duplicity,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26
01076e04-3106-4968-8ef4-b26fc3786699,Planebound Accomplice,0.43,0.43,0.42,0.42,0.41,0.41,0.41,0.41
01081f81-f588-43ab-8d47-13593aa19ce1,Ondu Rising,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
010c660a-a67b-48f0-a63a-15470eb89f69,Welkin Tern,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
010e0d5c-e751-4f67-b305-8a598cc1f0de,Chamber of Manipulation,1.69,1.69,1.69,1.69,1.7,1.7,1.71,1.68
010ec11a-0484-486d-b7c0-de65593bf457,Sanguine Indulgence,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01
011371f0-a7f1-47a5-9883-22a14cfe4de9,Shrewd Hatchling,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
0114f97f-b196-4af1-90aa-eba164cb8f22,Etchings of the Chosen,0.63,0.62,0.61,0.61,0.64,0.66,0.68,0.68
01197456-62f1-4bc0-9f2f-127f97f9b05d,Higure the Still Wind,6.75,6.75,6.86,6.86,6.92,6.92,6.92,6.92
011af4c1-e8ed-44bf-b7b5-dfdc18524cd0,Heartwarming Redemption,0.08,0.08,0.09,0.09,0.09,0.09,0.09,0.10
011b2243-b8be-471f-9d8f-824a40e599df,Soul of the Rapids,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
011bb6cc-f1a1-4790-befc-373acabf63b8,Arc Mage,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17
011d4f47-c6fd-434b-98f2-2f558fbff40b,Fracturing Gust,3.64,3.64,4.03,4.03,4.03,4.03,4.03,4.03
0123b162-0413-4022-acc0-e5bd061d3fb4,Divergent Growth,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08
0124977f-06e6-430a-a874-f7d05883a97c,Minion Reflector,1.95,1.95,1.96,1.96,1.96,1.96,1.97,1.97
0126f620-1dbf-405c-b5cf-f48b7ef02d32,Dirtwater Wraith,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
01294ac9-1a06-4ee8-b3b1-db1f07c9d94e,Cruel Ultimatum,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51
012c665c-24b1-49d6-b575-2b4ee1c3a833,Puresight Merrow,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.30
01317d6c-8c11-40e1-8f7b-d36050973ada,Starnheim Courser,0.12,0.11,0.11,0.11,0.12,0.13,0.13,0.13
0131d2ac-d677-45fd-9729-a5428139cb5b,Dragon Fangs,0.17,0.16,0.16,0.16,0.15,0.15,0.15,0.15
013a465b-7034-45fe-bf62-c3d273131ec5,Square Up,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
013c42a4-d555-46c9-9d57-b50d6b59ae9e,Heal,0,0,0,0,0,0,0,0
013e4281-4e3e-47c2-ac9a-f570668bcb16,Maraleaf Pixie,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.09
0140cf53-71ef-4d37-9197-48aab35ca4a2,Bull Rush,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
01443d75-3f86-45c0-81fa-fbf1b3175d4f,Akroan Line Breaker,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.11
0144d9bb-d3cb-4c23-b133-6653d7c3a76d,Grip of Amnesia,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16
0146de73-29bf-415a-b450-11074553f715,Deny the Divine,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
0146f430-da82-48d3-a576-c2b05101797f,Dawnbringer Cleric,0.2,0.19,0.17,0.17,0.1,0.11,0.1,0.10
01499544-6850-49f0-a66e-113df19c4340,Pheres-Band Brawler,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
014c94d8-2c39-4d33-902b-fa2398406fd5,Sunbeam Spellbomb,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.19
014ca38f-d4ac-4417-bfa8-785a7d6fce43,Goblin Flotilla,2.09,2.09,2.09,2.09,2.1,2.12,2.12,2.12
014d00fc-434a-4b06-84b2-afd930677d61,Oreskos Swiftclaw,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
015004d7-989b-4549-9ffa-b062126d04d2,Inquisitive Puppet,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
01518a87-6b16-4b7b-805d-b652404c6356,Aven Squire,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
01546b7d-a233-4176-8843-d732074dc5b6,Doubling Season,74.75,74.46,73.61,73.61,72.49,71.87,71.75,71.42
01565f61-a3c8-42ca-99f3-07cfc64034a2,Stone Kavu,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11
0156bfbc-26bc-4699-a7ff-437f7c043716,Brawl-Bash Ogre,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
0158a440-6573-4f12-958b-a5f0cf190d5b,Divine Intervention,0,0,0,0,0,0,0,0
01590ff3-34fa-47aa-b5da-f0b8c1b031c6,Icebreaker Kraken,0.17,0.16,0.15,0.15,0.15,0.15,0.14,0.15
015b1006-decb-4d94-940e-bca550e0ad5b,Reckless Cohort,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
015b712b-3778-449d-9280-f848eef0fd8a,Dragon Egg,0,0,0,0,0,0,0,0
016a6ec3-f4f6-4b47-9931-e0b14a25bd5e,Giant's Amulet,0.08,0.08,0.08,0.08,0.04,0.06,0.08,0.06
017568ea-613f-4057-9a8d-61b087d6dc92,Minotaur Abomination,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
01790829-cc03-430f-a899-2f274b7dbf62,Arcbond,0.4,0.39,0.39,0.39,0.39,0.39,0.4,0.40
01799149-4bca-417b-9e89-14493fd46c79,Summit Apes,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12
017f1f83-18a8-4523-917d-98f6ca7838b7,Box of Free-Range Goblins,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11
017f4471-db5a-4ad0-97b3-b1f12b52578a,Zulaport Chainmage,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
01800a0c-ad93-4e45-a904-38253a143638,Zodiac Goat,12.34,12.34,12.34,12.34,12.34,12.34,12.34,12.34
01805d0d-3a72-4d26-9475-3e68c278b7fe,Cinder Elemental,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14
018107d1-ebf7-4657-bc91-c8374af55cc5,Cabal Therapy,0.97,0.97,0.97,0.97,0.97,1.02,1,1.00
018129dd-f578-4fc9-b6f8-b13ed0c75a8d,Urborg Volcano,0.48,0.49,0.49,0.49,0.49,0.49,0.49,0.49
01823ab7-b9f6-48bc-b45c-9b0fabc6f657,Throttle,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
0184d74b-e9aa-4b5a-8db0-b15cecbc17fb,Vampire Hounds,0,0,0,0,0,0,0,0
01851796-44f3-47ee-b00b-f65e0ab97493,Patient Turtle,22.35,22.35,22.35,22.35,22.35,22.35,22.35,22.35
018985f5-6a67-4f2f-855c-efa7254ad3f8,Mindclaw Shaman,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.27
01906aae-fc53-40b0-a386-dae43e4f437f,Ashen Monstrosity,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11
01914751-af8e-4aea-a254-6fa4f9fd3457,Leafcrown Dryad,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
019461d9-63ae-43d3-a9d4-bd745d0cf46c,Rhox Maulers,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
01990628-12b4-49c9-af3d-03120891efc4,Spitfire Handler,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13
019a3229-dd1c-4f70-a8fb-e33dbc54df39,Scribe of the Mindful,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03
019aa6a6-7be8-4c3d-8f3e-4ccce2b9c3d3,Jareth Leonine Titan,0.44,0.43,0.43,0.43,0.43,0.43,0.43,0.43
019d0013-52fd-4261-9cc8-7efcee5a4616,Dwarven Thaumaturgist,10.86,10.86,10.86,10.86,10.64,10.64,10.64,10.64
01a6f8e6-439b-4de4-9f0a-21a035fd849e,Salvage Scuttler,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
01a79429-7d57-4a51-9815-a20905ed4707,Rashmi Eternities Crafter,0.69,0.68,0.69,0.69,0.67,0.67,0.67,0.67
01a7e0ce-c98f-4cf2-aba3-360aa0a9b9a7,Bedlam Reveler,1.69,1.69,1.72,1.72,1.72,1.74,1.73,1.74
01ab37a4-21d2-49f4-9b85-cb522a4d04ad,Zendikar Farguide,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
01add64a-205d-4c0e-a393-89e7a1a0ea44,Impetuous Devils,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
01afb7a1-6427-4bb6-935a-613e9bda9de3,Etherium-Horn Sorcerer,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19
01b3af6d-ab7d-4137-a94a-1cf2cbfd9d44,Lich's Caress,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
01b778d7-0965-48ab-a81f-e29f8a233d07,Misfortune's Gain,0,0,0,0,0,0,0,0
01bba3b8-6372-437e-ab34-ae2c8105cd28,Summoning Station,2.3,2.3,2.3,2.3,2.3,2.3,2.35,2.35
01c08e2c-6169-43bf-8388-32ef37f253c9,What's Yours Is Now Mine,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54
01c2b66a-66d1-4282-a078-b1fa737c57f4,Pir's Whim,2.4,2.34,2.34,2.34,2.2,2.2,2.25,2.13
01c39670-3677-49df-a4f6-e5062e0909d5,Embermaw Hellion,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26
01c729d7-9b80-479d-8d30-ae47c76c2c50,Rhonas's Last Stand,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17
01c8a554-45a6-46ca-b40a-af0fd4529e40,Sword of Light and Shadow,21.4,21.45,21.38,21.38,20.88,20.56,20.38,20.68
01c8d29f-4924-4d55-80bc-0c0c06bcb733,Eight-and-a-Half-Tails,2.45,2.42,2.42,2.42,2.42,2.42,2.3,2.26
01cb56d7-f859-46fd-b6c9-40d2c4965b69,Dictate of Karametra,1.34,1.34,1.34,1.34,1.41,1.35,1.35,1.36
01cd52f9-7fac-4396-bec7-d06bf683e011,Akki Rockspeaker,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
01cebebb-050c-4b69-8a13-c569183a3cc3,Cogwork Assembler,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
01d202b9-1ac6-484c-a208-a8bc69bccdb2,Void Grafter,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.10
01d4c859-8b15-4567-a2c4-70a30c709999,Cryptwailing,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
01d70534-7c26-4a54-9eca-d0ebbefc2159,Valeron Outlander,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
01da67a5-e3dc-44f4-8a93-513bfa4d8fbc,Ionize,0.68,0.69,0.69,0.69,0.68,0.69,0.7,0.74
01dc15ee-83de-49d5-aa37-e0bdd419887e,Hallowed Priest,0,0,0,0,0,0,0,0
01dc86f3-5ebb-4b10-bf68-8fc9f232c724,Master of the Feast,0.72,0.72,0.72,0.72,0.72,0.72,0.73,0.73
01deabbb-af6a-4998-99a7-35b7cfa9ef77,Dreadhorde Invasion,0.82,0.85,0.91,0.91,1,0.96,0.94,0.95
01deda1e-01f2-495f-992a-ca2e8b0a1111,Labyrinth Guardian,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12
01e023e5-38bc-4203-aecb-6b2de54b03ea,Soldier,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17
01e311d2-8fe6-4e64-9575-3ef266985f0b,Sulam Djinn,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.10
01e81249-6c45-4fae-86ee-9ef5fbec99ec,Embraal Gear-Smasher,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
01f06642-015f-40b4-a940-af576ad9e82c,Goblin Gathering,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
01f07ab9-3c3e-4fea-9cd6-543a5b7056b8,Roc of Kher Ridges,0,0,0,0,0,0,0,0
01f29158-2dc9-4b9d-b726-add5d3fd5782,Comeuppance,10.53,10.53,10.53,10.53,10.5,10.5,10.5,10.50
01f675c3-d1c4-45c8-8a2e-75f535db3025,Sphinx's Insight,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
01f8db27-1191-488e-b0d5-172821613c15,Eye of the Storm,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.63
01fbdd79-5c23-43d5-8e95-492f8e994956,Angel // Demon,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21
01fc5bb3-ebd7-4ab4-8aef-2ece1e1d9b7c,Lotus Vale,71.67,71.67,71.67,71.67,71.67,71.67,71.67,71.67
01fd889f-1839-44b9-b936-0e62c8f8a730,Flooded Shoreline,5.48,5.54,5.54,5.54,5.54,5.54,5.54,5.54
01fda82a-227d-4e3d-8481-a13c3812392a,Messenger Falcons,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17
020225db-5623-49c2-8cdf-1ec2a05b8b0a,Compulsory Rest,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
0203e250-d60e-46c6-9c58-d620f0377be0,Nim Lasher,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16
02079e18-ac14-4255-95c4-741eb76c4799,Albino Troll,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.10
02090581-61aa-4348-ad57-451be8ee91c2,Ponder,2.1,2.13,2.26,2.26,2.36,2.33,2.33,0
02095128-82cd-4531-b47e-471307746f81,Kadena's Silencer,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.12
0209dc74-ac49-4deb-907a-e9fa49d27a0f,Surly Badgersaur,0.28,0.28,0.28,0.28,0.28,0.28,0.29,0.29
020c26ba-ed46-47c3-925c-b9f32500f503,Vraska's Scorn,0.3,0.3,0.3,0.3,0.3,0.31,0.31,0.31
020d0c91-da68-40da-8561-5522377f3d07,Gravetiller Wurm,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
020e5b34-c546-4abe-a412-36aa1713b241,Wish // Wish,0,0,0,0,0,0,0,0
0214805d-d207-42da-a25f-2a8e1990904e,Justiciar's Portal,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12
02197d14-8d9f-4b1f-9ee0-ce8ef690843c,Sworn Defender,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11
